상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,1분기매출,2분기매출,3분기매출,4분기매출,분기별매출평균,점포수
1000025,통일로12길,CS100001,한식음식점,6202028,7390891.667,4157376.667,114501690,33062996.58,3
1000025,통일로12길,CS100006,패스트푸드점,128634349,113395417,47926174.5,78858226,92203541.63,1.5
1000025,통일로12길,CS100007,치킨전문점,4023460,5689108,4828583,2334786.5,4218984.375,1.25
1000025,통일로12길,CS100008,분식전문점,,,0,0,0,0
1000025,통일로12길,CS200028,미용실,3598259.333,3549258.833,5207521.667,3898961,4063500.208,6
1000025,통일로12길,CS300001,슈퍼마켓,10388590.5,8884089.5,,48431977.5,22568219.17,2
1000025,통일로12길,CS300002,편의점,65665487,47574109,117495714,43494774,68557521,2.75
1000025,통일로12길,CS300007,육류판매,,,,15000000,15000000,1
1000026,평창길,CS100001,한식음식점,196337602.8,195576420.4,212358166.6,202856644.1,201782208.5,7.25
1000026,평창길,CS100002,중식음식점,26227740.5,30645749.5,27548686.5,31868063,29072559.88,2
1000026,평창길,CS100010,커피-음료,19016015,19121841.29,15289091.29,12581725.14,16502168.18,6.75
1000026,평창길,CS200005,스포츠 강습,11347210,17958600,12378773,15895470,14395013.25,1
1000026,평창길,CS300002,편의점,80884703,,97882687,90998624,89922004.67,1
1000026,평창길,CS300011,일반의류,6643532.4,39000000,1878827,47943216.75,23866394.04,4.25
1000027,필운대로1길,CS100001,한식음식점,45845875.4,46122663,40468635.5,47449253.67,44971606.89,5.5
1000027,필운대로1길,CS100005,제과점,5062611.5,9000000,6674549,8409164.5,7286581.25,2
1000027,필운대로1길,CS100008,분식전문점,7903908.75,12280861.13,16129315.43,23688597.71,15000670.75,7.5
1000027,필운대로1길,CS100010,커피-음료,50380440.88,77662476,75183152.14,22789508.75,56503894.44,7.5
1000027,필운대로1길,CS200003,예술학원,810456,3562874,2137724.5,3562874,2518482.125,2
1000027,필운대로1길,CS300001,슈퍼마켓,1211228382,1320877471,1214259552,1126833425,1218299707,2
1000027,필운대로1길,CS300002,편의점,41396791.5,75035832,65474624,74280193,64046860.13,2
1000028,난계로11길,CS100001,한식음식점,39474534.11,39470424.3,37626506.04,104492335.8,55265950.06,26.75
1000028,난계로11길,CS100003,일식음식점,101837494,97349639.5,55380155,63100499,79416946.88,2.5
1000028,난계로11길,CS100005,제과점,202864979,187340126,206661146,206786903,200913288.5,1
1000028,난계로11길,CS100007,치킨전문점,11134751.2,11241603.75,9808241.4,10285034.5,10617407.71,4.5
1000028,난계로11길,CS100008,분식전문점,15438339.38,16137458.33,16522153.44,15673771.44,15942930.65,8.75
1000028,난계로11길,CS100009,호프-간이주점,8144159.75,5818434.75,10172444.33,13767190.67,9475557.375,3.5
1000028,난계로11길,CS100010,커피-음료,31778015.6,28220038.2,30947725.5,46440240.8,34346505.03,5.25
1000028,난계로11길,CS200003,예술학원,24163471,31582563,16217134,36440750.5,27100979.63,2
1000028,난계로11길,CS200005,스포츠 강습,35594822.6,29957278.6,20265027.8,28618493.8,28608905.7,5
1000028,난계로11길,CS200016,당구장,10837590,6925434,7109295,11399387,9067926.5,1
1000028,난계로11길,CS200028,미용실,4071601.429,5698795.857,6400828.714,5041887.429,5303278.357,7
1000028,난계로11길,CS200031,세탁소,8541656.5,,23652424.5,29606248.5,20600109.83,2
1000028,난계로11길,CS200037,노래방,7279102.8,3458015.4,9342486.6,14487922.4,8641881.8,5
1000028,난계로11길,CS300001,슈퍼마켓,10340748.29,12259113.71,11630507.43,14449218.71,12169897.04,7
1000028,난계로11길,CS300002,편의점,190879966,165339916.7,168436452.5,228544543.5,188300219.7,5.75
1000028,난계로11길,CS300010,반찬가게,71831155.33,23202713.67,45571796.67,,46868555.22,3
1000028,난계로11길,CS300011,일반의류,3785347.118,4207634.529,5634552.579,91668183.89,26323929.53,17.75
1000029,난계로21길,CS100001,한식음식점,144005374.9,147037890.7,164507724.3,183616775.4,159791941.3,7
1000029,난계로21길,CS100010,커피-음료,774774,3093093,1219218,,1695695,1
1000029,난계로21길,CS200028,미용실,7603440,,,,7603440,1
1000029,난계로21길,CS300001,슈퍼마켓,189860541,202492996,248469191,230236155,217764720.8,1
1000029,난계로21길,CS300002,편의점,48639354.33,57478274.33,54126049,53133113.33,53344197.75,3
1000029,난계로21길,CS300011,일반의류,,,,45017773.33,45017773.33,3
1000030,다산로33길,CS100001,한식음식점,24610450.71,28174173.27,22654259.47,21698936.53,24284455,14.75
1000030,다산로33길,CS100002,중식음식점,21326629.33,16368235.75,17240912.5,3662339.75,14649529.33,3.75
1000030,다산로33길,CS100005,제과점,52556220.5,60368979,61430856.5,61819696.5,59043938.13,2
1000030,다산로33길,CS100006,패스트푸드점,77155227,91648114,93666237,96959436,89857253.5,1
1000030,다산로33길,CS100007,치킨전문점,25394674.67,24819978.33,22946804.83,31836183.2,26249410.26,5.75
1000030,다산로33길,CS100008,분식전문점,27104344.67,22013993.29,23265927.29,21298838.71,23420775.99,6.75
1000030,다산로33길,CS100009,호프-간이주점,5762972.5,2781862,2687500,277794.5,2877532.25,2
1000030,다산로33길,CS100010,커피-음료,2061285.25,627830.75,831809.75,541536.6,1015615.588,4.25
1000030,다산로33길,CS200001,일반교습학원,14286209,9742368,10159342,9453994,10910478.25,1
1000030,다산로33길,CS200016,당구장,5390478,4725134,1447554,3715830,3819749,1
1000030,다산로33길,CS200028,미용실,6971768.7,6839902,7042675.333,8806283.6,7415157.408,9.75
1000030,다산로33길,CS200037,노래방,19556730,,,,19556730,1
1000030,다산로33길,CS300001,슈퍼마켓,48530310.44,38771634,44028215.75,36523056.5,41963304.17,8.25
1000030,다산로33길,CS300002,편의점,174327629.7,147614299.4,176925488.6,195509228.3,173594161.5,6.5
1000030,다산로33길,CS300011,일반의류,11767961.3,20477198.59,35891872,28811925.5,24237239.35,29.5
1000031,다산로36길,CS100001,한식음식점,34187982.56,45902743.5,37500992.22,25879237.22,35867738.88,8.75
1000031,다산로36길,CS100007,치킨전문점,246145501.5,617754296,775962167,507482311,536836068.9,1.25
1000031,다산로36길,CS100008,분식전문점,5662439.8,,6843836.833,6518185.167,6341487.267,5.666666667
1000031,다산로36길,CS100010,커피-음료,10967367.5,9792108.8,9041339,9053076.25,9713472.888,4.5
1000031,다산로36길,CS200001,일반교습학원,2752270,3615727,4173377,,3513791.333,2
1000031,다산로36길,CS200003,예술학원,17157398.5,12365692.5,19166824,11592837,15070688,2
1000031,다산로36길,CS200016,당구장,,,3269639,3703125,3486382,2
1000031,다산로36길,CS200028,미용실,4698060.875,4250317.375,3772499.556,5115850.778,4459182.146,8.5
1000031,다산로36길,CS200031,세탁소,2506371.333,,,,2506371.333,3
1000031,다산로36길,CS300001,슈퍼마켓,91140853.4,,135686640,116942292.4,114589928.6,5
1000031,다산로36길,CS300002,편의점,21744881.4,23531217.8,28972394.5,30746122.5,26248654.05,4.5
1000031,다산로36길,CS300007,육류판매,8977790.667,5783272,11430727.17,13068457.33,9815061.792,6
1000031,다산로36길,CS300011,일반의류,102088.2,80314.07692,314712.3077,10637001.43,2783529.003,13.75
1000031,다산로36길,CS300022,화장품,38529.7,26970.8,,,32750.25,10
1000032,다산로38길,CS100001,한식음식점,29327423.29,22645546.11,37288975.22,42747089.89,33002258.63,18.25
1000032,다산로38길,CS100002,중식음식점,21518821,25110608.75,21159536,13261559,20262631.19,3.75
1000032,다산로38길,CS100005,제과점,138787810.7,141669846,139904419,108228652,132147681.9,3.25
1000032,다산로38길,CS100006,패스트푸드점,6173197,6461880.667,6979944.333,10768760.67,7595945.667,3
1000032,다산로38길,CS100007,치킨전문점,24784489.5,11776349,12865200.33,10749939.33,15043994.54,2.75
1000032,다산로38길,CS100008,분식전문점,23519536.29,28383794.67,31457245.67,21746572,26276787.15,6.25
1000032,다산로38길,CS100009,호프-간이주점,24412445.5,27892208.67,28300875.83,25640280.5,26561452.63,6
1000032,다산로38길,CS100010,커피-음료,9688284.125,10070124.89,10250240.89,9662217.9,9917716.951,9
1000032,다산로38길,CS200001,일반교습학원,,,,15000000,15000000,2
1000032,다산로38길,CS200003,예술학원,23486149,18497105.5,17833066,17740734,19389263.63,2
1000032,다산로38길,CS200005,스포츠 강습,7521764.5,8148578,6860127.5,6407429.5,7234474.875,2
1000032,다산로38길,CS200016,당구장,22828957,11491812,24055345,18503478.5,19219898.13,2
1000032,다산로38길,CS200028,미용실,11622124.27,8708949.364,15960063.82,15507428.58,12949641.51,11.25
1000032,다산로38길,CS200031,세탁소,36123566,50383116,25697469,46787489,39747910,1
1000032,다산로38길,CS200037,노래방,67249150,60289494,74562687,36036862,59534548.25,1
1000032,다산로38길,CS300001,슈퍼마켓,226804443.8,230666997.8,253490195,204535346.6,228874245.8,5.75
1000032,다산로38길,CS300002,편의점,146922514,164738354,169779292,155236597,159169189.3,1
1000032,다산로38길,CS300007,육류판매,53692206,33585668,53989532,44651804,46479802.5,1
1000032,다산로38길,CS300010,반찬가게,34841.375,,43551.75,13875000,4651131.042,8
1000032,다산로38길,CS300011,일반의류,,,14372686.47,115182439.1,64777562.77,47
1000032,다산로38길,CS300022,화장품,5498188.333,3948802.333,6967973,,5471654.556,2.666666667
1000033,다산로39길,CS100001,한식음식점,30186853.61,25142083.06,32406153.39,34790211.15,30631325.3,33
1000033,다산로39길,CS100002,중식음식점,11200560.25,8224556.5,10158679,1292389,7719046.188,4
1000033,다산로39길,CS100003,일식음식점,9353330.5,11146096.5,9890448.667,7025224.333,9353775,2.5
1000033,다산로39길,CS100007,치킨전문점,8867876.5,8780019.333,7501775,7218800.2,8092117.758,5.5
1000033,다산로39길,CS100008,분식전문점,124213626.3,125841007.2,92705971,72790295.5,103887725,7.5
1000033,다산로39길,CS100009,호프-간이주점,6138275.143,6620563.071,7911275.714,9343197.786,7503327.929,14
1000033,다산로39길,CS100010,커피-음료,16839379.67,17690527,18982785.67,16003825.67,17379129.5,3
1000033,다산로39길,CS200016,당구장,7909880,11400522,13497271,14864500,11918043.25,1
1000033,다산로39길,CS200028,미용실,12577139.57,10675981.86,14964754.71,14595764.43,13203410.14,7
1000033,다산로39길,CS200037,노래방,20942869.1,21817739.1,22382619.6,27477466.8,23155173.65,10
1000033,다산로39길,CS300001,슈퍼마켓,33377584,35190815.5,48068102.2,57060020,43424130.43,5.25
1000033,다산로39길,CS300002,편의점,109036289.8,115041119.6,116553386.6,121127667.2,115439615.8,5
1000033,다산로39길,CS300007,육류판매,315152632.5,259733989.5,325979676,15947791,229203522.3,2
1000033,다산로39길,CS300010,반찬가게,114404068.5,26000925,84763014.5,53093888,69565474,2
1000033,다산로39길,CS300011,일반의류,,,,10971878,10971878,12
1000033,다산로39길,CS300022,화장품,,,,200642334,200642334,3
1000034,동호로10길,CS100001,한식음식점,31780246.74,30461635.26,31990565.55,68967375.48,40799955.76,19.75
1000034,동호로10길,CS100002,중식음식점,112543593,114677360,110524331.5,118434220,114044876.1,2
1000034,동호로10길,CS100005,제과점,77825199,37984076.5,33600174,42114586,47881008.88,1.75
1000034,동호로10길,CS100006,패스트푸드점,68576228.8,68705765.8,64546838.4,81077413.4,70726561.6,5
1000034,동호로10길,CS100007,치킨전문점,23272989,24132503,27306309,25034955,24936689,1
1000034,동호로10길,CS100008,분식전문점,21449312,25006007,5254568,,17236629,1.333333333
1000034,동호로10길,CS100009,호프-간이주점,19212399.5,18395310.5,9088024,10518596.67,14303582.67,3.5
1000034,동호로10길,CS100010,커피-음료,26078195.13,20268463.63,24873821.25,20382300.75,22900695.19,8
1000034,동호로10길,CS200001,일반교습학원,5416666.667,10833333.33,32500000,145145217,48473804.25,3
1000034,동호로10길,CS200003,예술학원,7964115.5,6031993,4736057,4916703,5912217.125,2.75
1000034,동호로10길,CS200005,스포츠 강습,21324194,20636351.5,25043128.5,16223113.5,20806696.88,2
1000034,동호로10길,CS200016,당구장,3643531,2014000,2558566,3054329,2817606.5,2
1000034,동호로10길,CS200028,미용실,29372170.83,25289635.88,28129680.13,27592173.75,27595915.15,7.5
1000034,동호로10길,CS200031,세탁소,9281423,6719712,5104305,6910884,7004081,1
1000034,동호로10길,CS200037,노래방,25191659,30818767,7773689,23658387,21860625.5,1
1000034,동호로10길,CS300001,슈퍼마켓,38817104.5,39772934.75,36852061.5,42441687.5,39470947.06,4
1000034,동호로10길,CS300002,편의점,210470030.3,305965235,312694645,312499343.7,285407313.5,3.25
1000034,동호로10길,CS300011,일반의류,42302550.18,4490027.559,552645.5588,177332052.9,56169319.06,34.25
1000034,동호로10길,CS300022,화장품,1243927.5,2000000,2000000,1447503.714,1672857.804,6.25
1000035,동호로11길,CS100001,한식음식점,36921708.83,44227484,50080769.46,43532097,43690514.82,12.5
1000035,동호로11길,CS100002,중식음식점,54782805,63426517,53889620,59251343,57837571.25,1
1000035,동호로11길,CS100007,치킨전문점,25923267.33,,29037321,36357132,30439240.11,2.333333333
1000035,동호로11길,CS100008,분식전문점,9541376.333,8878682.333,8446029,20482018,11837026.42,3
1000035,동호로11길,CS100009,호프-간이주점,56793171.5,58044042.5,53389363.5,27101014.5,48831898,2
1000035,동호로11길,CS200001,일반교습학원,23822455,41832930.5,29122347.5,25879129.5,30164215.63,2
1000035,동호로11길,CS200003,예술학원,3750000,13750000,18138889,29300000,16234722.25,3
1000035,동호로11길,CS200028,미용실,3962772,4185530,4987086.833,3971123.333,4276628.042,6
1000035,동호로11길,CS200031,세탁소,6097651,1861634.2,7883892.4,8067702.8,5977720.1,5
1000035,동호로11길,CS300001,슈퍼마켓,11735454.57,7251693,12383968.5,12148662.22,10879944.57,8
1000035,동호로11길,CS300002,편의점,340368109.7,379086413,569950193.5,482499296,442976003,2.5
1000035,동호로11길,CS300007,육류판매,80349841,40205653.5,40077257.5,39305516.5,49984567.13,1.75
1000035,동호로11길,CS300011,일반의류,538158.0833,894750.1818,2250014.455,1155745.1,1209666.955,11
1000035,동호로11길,CS300022,화장품,16959427,7837901,5517926.5,4306539,8655448.375,1.75
1000036,동호로15길,CS100001,한식음식점,82973489.78,83418326.67,84709855.13,102197442.3,88324778.48,8.75
1000036,동호로15길,CS100002,중식음식점,75724140,96391295,69080560,88924196,82530047.75,1
1000036,동호로15길,CS100008,분식전문점,60778683,55607833,32298506.33,,49561674.11,2.333333333
1000036,동호로15길,CS100009,호프-간이주점,27010977.5,30344844.5,25035835,25333915,26931393,2
1000036,동호로15길,CS100010,커피-음료,,,,8660411,8660411,2
1000036,동호로15길,CS200016,당구장,8217626,3237055.667,4295844,4756735,5126815.167,2.75
1000036,동호로15길,CS200028,미용실,49961978,43388033,31525716,37997398,40718281.25,1
1000036,동호로15길,CS300002,편의점,189074154,223803675,232488696,221914544,216820267.3,1
1000036,동호로15길,CS300011,일반의류,87920229.56,52078854.88,51057596.11,42293693.47,58337593.51,17.25
1000037,동호로20길,CS100001,한식음식점,18626796,20317358,17456929,23502472,19975888.75,1
1000037,동호로20길,CS300001,슈퍼마켓,8394705,3808628,,,6101666.5,1.5
1000037,동호로20길,CS300002,편의점,15903853,,,,15903853,1
1000037,동호로20길,CS300011,일반의류,41516859.1,22345838.9,44426091.95,349769863,114514663.2,20.5
1000038,동호로8길,CS100001,한식음식점,241834340.6,191534828.3,193847505,122913447,187532530.2,5.75
1000038,동호로8길,CS100003,일식음식점,93323985.5,,141406725,73788667,102839792.5,1.666666667
1000038,동호로8길,CS100005,제과점,92229270,104761703,97466509,26271651,80182283.25,1
1000038,동호로8길,CS100008,분식전문점,90872391,97171431,61736517.67,50800940.33,75145320,2.5
1000038,동호로8길,CS100009,호프-간이주점,28897389.25,15833582.75,11973926.75,17600775.2,18576418.49,4.25
1000038,동호로8길,CS100010,커피-음료,57510348.67,55221855,51670464,24702844.5,47276378.04,3.25
1000038,동호로8길,CS200028,미용실,48601296.67,10592804.33,10732856,10048235.33,19993798.08,3
1000038,동호로8길,CS200031,세탁소,92310129,119242180,55115719,81998823,87166712.75,1
1000038,동호로8길,CS200037,노래방,17562984.25,14958317,16834033,15927288.5,16320655.69,4
1000038,동호로8길,CS300002,편의점,130620967,127797778.5,164836336.7,223480730.7,161683953.2,3.5
1000038,동호로8길,CS300007,육류판매,101007931,94169101,94967606,98966583,97277805.25,1
1000038,동호로8길,CS300010,반찬가게,6278979.667,6822226.667,5761912.667,26378870,11310497.25,3
1000038,동호로8길,CS300011,일반의류,16846962.75,6236960.75,2509122,15144344.25,10184347.44,4
1000038,동호로8길,CS300022,화장품,27610797.33,23905141.56,19698396.8,26416083.38,24407604.77,9
1000039,명동길,CS100001,한식음식점,98519699.05,73234085.24,83880701.48,132364482,96999741.95,21.5
1000039,명동길,CS100003,일식음식점,122341262.8,108305170.4,93081842.4,110349817.4,108519523.3,5
1000039,명동길,CS100005,제과점,28144581.71,30925519.71,20966458,28356914.57,27098368.5,7
1000039,명동길,CS100008,분식전문점,17939925,20801757.2,21575669.9,19851861.18,20042303.32,10.25
1000039,명동길,CS100009,호프-간이주점,6812010.75,7109073.5,7182946.5,4723141,6456792.938,4
1000039,명동길,CS100010,커피-음료,59783760.12,53790059,61199775.53,65618564.47,60098039.78,17
